Date,Name,Product,Version,Data,Scale,Variable,Status,Url
2019-10-22,QPan,ALEXI,v1,Evaporation,Daily,ETa,Pass,ftp://ftp.wateraccounting.unesco-ihe.org/WaterAccounting/Data_Satellite/Evaporation/ALEXI/World_05182018/EDAY_CERES_2005001.dat.gz
